用户id,性别,等级,评论,发布时间,点赞数
424662518,女,5,我要玩明日方舟终末地,1763170717,0
3546621407135958,保密,4,跳广场舞那段的背景音乐好好听😭我现在就要玩四个汉字：三汉字游戏🎮,1763125541,1
91162407,保密,5,全面测试的资格一定要全面✍🏻✍🏻✍🏻,1763170535,0
3461570004781453,男,3,已经非常期待了 ，等了那么久[吃瓜],1763120401,1
3546860555864158,保密,3,关于我是怎么从三角洲刷到这里,1763118641,1
28389414,保密,4,拼夕夕回复1小时35，有来帮忙的吗？,1763171725,0
3546946918681129,保密,2,蹲一个lol搭子求带求带 来一个不嫌弃我菜的lol搭子,1763169961,0
3546915788557001,女,2,求求求求求，我们可以每天分享日常，聊聊天，连麦打游戏，连麦睡觉觉的,1763171865,0
3546836172278033,女,3,"冷知识：B站评论发到15个字以上，可以获得经验值，我就是过来蹭经验值的
B站发评论只需要超55字可以加很多经验，，所以我遇到的每个视频都会发一遍这段文字
B站发评论只需要超55字可以加很多经验，早日变成lv6硬核会员，所以我遇到的每个视频都会发一遍这段文字哈哈哈用来蹭经验，只要我坚持下去，马上就能变成LV 6了（可以复制）[doge]",1763172172,0
3546943437408961,保密,2,让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我玩终末地😭让我,1763173524,0
1434713393,保密,4,快端上来吧,1763136946,1
1657276375,保密,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！咕咕！嘎嘎！！[大哭],1763092550,7
3701957,男,6,公测大概什么时候有消息吗,1763169919,0
480811279,男,5,模拟经营一般会多肝啊……感觉现在转不过来了_(:з」∠)_,1763125795,1
20441991,男,6,这回不见证历史了？[大笑],1763171170,0
694788051,保密,5,难说,1763118226,1
620947005,男,5,观望[颁勒动态表情_摸头],1763170740,0
37090887,男,6,目前看画风和战斗的话我都挺喜欢的，就是不知道抽卡资源，零氪的话一个月大概能攒多少呢,1763113983,1
32366768,男,6,最后那个“看看这片土地，是不是已经变成你曾经期望的样子了呢？”好像是凯瑟琳（大铁老师奶奶）的配音,1763107473,1
182057386,男,6,欢迎一起来等终末地啊[给心心],1763106014,1
327261782,保密,5,所以，到底什么时候能玩,1763105652,1
3461579920116463,保密,5,我想玩终末地求资格哇,1763169813,0
286472589,女,5,"冷知识：B站评论发到15个字以上，可以获得经验值，我就是过来蹭经验值的

B站发评论只需要超55字可以加很多经验，，所以我遇到的每个视频都会发一遍这段文字

B站发评论只需要超55字可以加很多经验，早日变成lv4，所以我遇到的每个视频都会发一遍这段文字哈哈哈用来蹭经验，只要我坚持下去，马上就能变成LV 4了B站发评论超15字可以加经验，所以每个视频我基本都会发一遍[笑哭][笑哭]",1763137274,1
1887967897,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，我不接受！咕咕嘎嘎！,1762923365,11
500052963,保密,5,希望终末底不要太大众化了，有自己的特色才好啊,1763114714,1
142769,男,6,看完这个视频。我大概理解为什么终末地这么多年都没出来了。我个人认为，是做偏了。鹰角想做追随者，而不是突破者。期望终末地的负责人是爱游戏的人。,1763110724,1
1196639546,保密,5,@CF小蛇丸 要玩,1763169353,0
427090060,保密,6,我资格呢？？？？？？？？？？？？？？？,1763169219,0
678257072,保密,5,@四字游戏-难道说,1763111196,1
3546623284087133,男,4,1,1763196067,0
623530533,保密,2,v,1763169407,0
1492013339,保密,5,@游弑魂,1762922313,1
11137111,男,6,难道说,1762919056,1
3493083853360011,女,5,"BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERkk",1763301451,0
1599422549,保密,2,https://b23.tv/SZS4KdG,1762925547,2
419074711,男,6,[鹿鸣_开心],1762957009,1
419074711,男,6,[鹿鸣_嗨],1762919378,1
36031955,男,6,你也要开拓,1763093449,1
1445121974,保密,2,，要不舟120级且有克洛丝动态皮肤，并且来自星辰通关的人直接发测试资格吧,1763090006,1
3546900087180173,保密,3,560w播放2.5w币吗，真不赖,1763100159,1
2018704461,男,5,要不舟cheems＃3763，id800469580的干员直接发测试资格吧,1763101540,1
3546573734677383,保密,5,快公测呀。[笑哭][笑哭][笑哭],1763090377,1
156925299,保密,6,bgm是什么啊，真好听[藏狐],1763100536,1
488471494,女,6,难道说啥意思哈哈哈,1763098103,1
564131788,保密,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！【MyGO_我需要你】,1763013751,7
3546751845796285,男,4,难道说明日方舟联动崩铁了，怎么还要开拓的事儿？,1763096212,1
10676,保密,6,[笑哭]感觉终末地唯一的缺点是，感觉手机带不动呀,1763090965,1
45229970,男,6,[打call][打call][打call],1763096297,1
3493083853360011,女,5,"BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERk
BV15Z2zY8ERkn",1763301446,0
1599422549,保密,2,https://b23.tv/SZS4KdG,1762924930,1
3632315341211914,保密,2,已经两天没吃东西了，有人可以请吃一顿饭下吗，生活陷入困境身上也没了钱，胃病复发实在直不起来腰了,1763026038,2
2134437013,男,5,鹰角这买量买的，搞的以前跟卖量仙人一样[笑哭],1763210948,105
291379357,保密,6,不给测试资格还一直发视频勾引，时间太久会麻木的,1762920330,129
543299790,男,5,穿模[tv_生气]200源石失忆[傲娇][傲娇][傲娇],1762923561,25
87615120,男,6,"其他3d手游前瞻“更好的画面、光追、画面细节”
终末地“可以捡💩”",1762913199,1584
303522112,保密,6,感觉是对于很多人没抽到资格这事道歉[doge],1762926265,95
1783371796,保密,5,终末地拉了，又有牛，真是拉了好大一坨。,1763002153,7
32302679,保密,6,里面有个艾雅法拉，是活到了那时候吗？,1763080903,1
489499257,男,5,我要建一个终压抑的楼[热][热][热],1763054262,1
3546847874386061,保密,3,鹰角不用太着急，好好打磨游戏，但一定要快！！！！,1763087061,1
182057386,男,6,欢迎一起来等终末地呀[给心心],1763064821,1
401125685,男,6,画面独特，喜欢🥰,1763083524,1
626382680,保密,5,感觉会很好玩，留个句号，快上线踢我一下谢谢。[爱心],1763086980,1
178079877,保密,6,！啊？,1763086469,1
1648667499,保密,5,没有玩过明日方舟，对末地剧情上体验会有影响吗,1763085551,1
456253248,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762921482,7
3546615816129160,保密,4,终末地可以看到小维吗[少女乐团派对_哇哦],1763047797,1
341688682,男,5,明明我都抽到了银灰，为什么不给我策士资格[大哭],1763048033,1
312908467,保密,6,我只想说，开服的时候手机端的能优化好，别像隔壁的开局蹦[doge],1763048306,1
17085165,保密,6,跟来自星尘哪个好玩,1763082545,1
1599351254,保密,5,[Ave Mujica_开心],1763088127,1
440831591,女,5,@润水之舟,1763084556,1
110897612,保密,6,能不能别饥饿营销了😅,1763007466,3
489567776,男,5,你知道的，我不爱催人，但你这画饼的方式，非要从预言家和普瑞赛斯的爱情故事开始讲起,1762913651,18
52113160,保密,6,全面测试一定要全面,1762914616,40
347758313,保密,6,00:56 这应该是移动端画质吧，一定是吧，端游肯定会更细致些吧，怎么感觉和宣传片相差好大,1762916163,1
272745637,保密,6,这游戏跟明日方舟怎么呢么像啊？是不是抄袭了？[思考],1762915955,2
7477794,保密,6,能不能和方舟一样抽一个就基本上有完全体实力不需要额外抽潜能啊，抽潜能是坏文明。,1763037452,1
13655658,保密,6,不知道有没有那个环节，就是那个，“不是我喜欢的地形，直接改变”,1763042193,1
3546938695748499,保密,3,想到一个叫茶鸣十二律的[笑哭],1763046541,1
3546629065934856,保密,4,我超这个播放量涨的,1763035346,1
357573782,保密,6,"开采，我的血肉的火光
发动新世界的前进的泡影",1763043844,1
1843768394,男,5,寻找生活中的325[doge_金箍],1763036586,1
501915653,保密,5,给我资格玩啊,1763041333,1
5995573,男,6,卧槽大红剑兔，这把得吃了,1763042818,1
106417475,保密,6,@ttk15641861,1763046037,1
2046887564,保密,5,所以这游戏是什么题材,1763041340,1
397349854,保密,6,性别可换的设定有什么合理解释吗？,1763043419,1
110518042,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1763003359,2
3546773123500872,女,3,想问一下，如果没有玩过明日方舟再来玩这个的话会出现看不懂剧情这种情况吗,1763040607,1
521911950,保密,5,一测二测都没有拿到资格，三测本来看说的全面测试我还以为是不限号内测，结果全面测试只是这次测试的名字，那三测应该也与我无关了，只能等公测了，也不知道什么时候能玩到[捂脸],1763041826,1
347097181,男,5,这游戏又分b服和官服吗[doge],1763042689,1
3493288696875265,女,4,@可能什么也不会的安洁,1763038491,1
3546374584928383,保密,4,[doge_金箍][doge_金箍][doge_金箍],1763039905,1
327373433,保密,6,所以驼兽粪便能吃吗[吃瓜],1762912951,1
45249311,男,6,正视玩家权益，拒绝冷处理装死！为驭兽粪便发声！要求恢复驭兽粪便食用功能！冷知识，驭兽粪便能够食用对玩家没有任何坏处！[再见][再见]拒绝内部爱恨，加强驭兽粪便！,1762915652,482
245872590,保密,6,终末地不会继承粥池子吧？感觉比米池更恶心,1763092478,1
480511974,保密,5,666第一眼那么多难道说我还以为是1.4.5更新了，原来是舟啊,1763030864,1
1796053390,男,5,出必玩系列，还有兔兔呢？博士的阿米娅在哪！＼(`Δ’)／,1763029259,1
442256253,保密,6,2026年吗，提名tga没问题,1763031499,1
323620085,男,5,咦？好！我中了！我中了！😋,1763033331,1
2102110575,保密,5,给我测试资格吧，大家什么都会做的[星星眼]，如果没有资格的话，哦内该[大哭][大哭][大哭],1763028863,1
451983197,保密,5,明日方舟也出跟原出大世界玩法啦？,1763031326,1
3546815295130262,男,4,这个我是真想玩,1763026221,1
1912141888,保密,4,爱玩,1763026888,1
3546860555864158,保密,3,666我玩三角洲的，咋刷到这来的？,1763031809,1
399335680,保密,6,给我资格,1763029111,1
381959863,男,5,话说类似戴森球这样的游戏，都是如何解决后期乏味和不断蔓延的科技树问题的啊？,1763028513,1
1186149674,保密,5,博士设计不太好，像个小朋友，身高再高点把，尤其是那圆圆的脸希望能改一下[大哭][大哭],1763029261,1
507568950,女,5,没玩过方舟的可以无痛入坑嘛[星星眼],1763029161,1
267025268,保密,5,我总结一下剧情:又忘了哥[doge],1763033207,1
1136848795,保密,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，我不接受！,1762912898,3
52454187,保密,6,面纱？何时来的？,1763026385,1
1817044985,女,5,你不要再开拓了，给我公测口牙[大哭],1763031979,1
234121453,保密,6,你也开拓？,1763028283,1
3436851,男,6,所以还是免费游戏卖月卡卖充值币抽奖吗？一看就没兴趣，每天上完班回家继续上班,1763032487,1
10025752,男,6,不给我资格我就用ai把爱猫做成三点式劈叉蹲😡,1762912923,92
202354795,男,6,有没有人讲讲啥玩法,1763023963,1
355847194,保密,6,"【《终末地》开拓者集结号吹响！🚀】
亲爱的管理员，你是否已经迫不及待，想要踏上“塔卫二”那片神秘而壮阔的荒芜星球？
在这里，我们不仅是《明日方舟》世界的延续，更是新纪元的开拓者！🌟 从零开始，搭建我们的自动化工业帝国；率领先锋干员，在实时策略战斗中破解危机。每一次探索，都是对未知的挑战；每一座拔地而起的设施，都是我们智慧的结晶。
前方是失落的科技与无尽的宝藏，身后是值得信赖的伙伴。加入我们【莱万汀的雪糕店】，一起脑洞基建蓝图、研究干员配队、分享最新资讯、畅聊未来想象！在游戏正式启航前，让我们先行集结，组成最强大的后勤与智囊团！
点击加入，成为首批开拓者！让我们一起，在终末地留下我们的传奇！",1763012228,1
449667656,男,6,好耶开拓者双厨狂喜,1763012750,1
3494366599448851,保密,5,我要玩终末地[大哭][大哭][大哭],1763009944,1
95777694,保密,6,"[大哭][大哭][大哭][大哭][大哭][大哭][大哭]我要玩明日方舟
[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]我要玩明日方舟终末地",1763010877,1
294999098,保密,5,给买来自星辰的都发资格[大哭],1763015484,1
3546910002514093,男,3,没玩过明日方舟的建议入坑吗？,1763018134,1
1458105882,保密,5,对舟剧情一点都不了解可以直接玩终末地吗[Ave Mujica_害怕],1763008289,1
3546979099478058,男,2,希望每日（消耗体力和点一下合成材料之类的就结束了）和刷本以及养成体验和铁差不多（也希望更好）我是真的不想在地图上这里传送一下那里跑一下到处去搜集角色养成材料。,1763017019,1
3494359628515760,保密,5,明日方舟去年玩了，内容太多了跟不上就弃了，这部新人直接玩的话玩的懂吗,1763008532,1
386595847,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762912932,5
3546795848239384,保密,4,主角的面罩有点丑，能不能改一下？[doge_金箍],1763013932,1
22376489,保密,6,玩不到的游戏我是不会去看玩法的[傲娇],1763025049,1
362154006,保密,5,有个地方感觉特别不舒服，就是那个绿水青山扫地车的转身速度未免太快了，好像地面没有摩擦力一样[笑哭],1763124689,68
3546834358241971,保密,4,官方透露建模都使用了8万到10万个多边形的高精度模型……这精度也忒高了,1762923887,618
413437339,保密,6,我玩你大坝，资格一次没给过我[笑哭],1762917053,10
291019251,男,5,这pv在难绷与好爽之间反复切换，yj你家得请高人了[2024明日方舟音律联觉_欲言又止],1762926971,990
9534555,男,6,终末地选男主还是女主，男主虽然有代入感，但是女主又很涩,1763076034,1
291026896,保密,6,都叫全面测试了我还以为是不限额测试[笑哭][笑哭],1763012301,137
1645232027,女,5,不是你這數據買多了吧,1763222376,9
479179183,保密,6,这才叫赛博国风啊，比某游纯赛博硬加古风服装强多了[笑哭],1763005423,1
631060876,男,5,没玩过明日方舟，看到终末地感觉不错，想着公测了玩一玩，想问一下各位终末地的剧情还有设定之类的跟方舟本体的联系强不强......,1763008174,1
6087868,保密,6,全面测试一定要全面,1763007790,1
3461562358564960,女,5,什么时候上线啊？[大哭][大哭][大哭]长草了,1763005012,1
11300076,保密,6,买了小火箭，播放量蹭蹭涨啊，昨天热搜第一挂半天都不动弹一下,1763007702,1
109074581,男,6,看呀！这还泳陈！！[呲牙],1763005717,1
57804055,男,6,就目前pv的内容看，有点像明日之后的玩法，一样的建造打怪[辣眼睛],1763005625,1
8019363,保密,6,我要玩儿！我现在就要玩儿！！[Cat!_agree][Cat!_dash],1763006421,1
8307667,男,6,"什么时候能联动《鬼泣3》？？？
（时间流已穿越）",1763005394,1
85795856,保密,4,我要玩终末地[大哭][大哭][大哭],1763017184,1
1093925767,男,5,我想现在就玩,1763007127,1
13811293,男,6,我是盲人，这是苹果新品发布会现场吗[doge],1763006078,1
352168571,男,6,我要看的是公测！不是这个什么beta test 2！,1763005819,1
23838299,男,6,不是😰！你怎么还不给我发测试资格啊😱。全面测试根本不是这样的🤔，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物☝️🤓，然后在那个特殊节日的时候跟我有那个特殊互动😘，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊🥰。你怎么到现在都不给我发测试资格啊😩，全面测试根本不是这样的👊😡，咕咕嘎嘎🐧！我不接受😭！,1762922106,4
224615984,男,6,没我测试资格，0分,1763005513,1
646523354,男,5,再见了，所有难道说战士,1763008259,1
3546654265313855,保密,4,咱就是说啥时候公测[微笑],1763005341,1
1768854657,男,5,石、石棺？牢不死的博士又躺板板了？[笑哭],1763006636,1
404685283,男,5,这是要公测了吗,1763006346,1
38542475,保密,6,啥时候公测，月底吗,1763006743,1
285308462,男,6,全面测试，没有资格。[微笑]学会了,1763002149,1
382676890,男,6,管理员这个难绷的面罩能不能选择戴和不戴[难过]给个选项也行啊,1762999552,1
165726262,男,6,期待(✧◡✧)以前是因为玩不来塔防，现在终于可以下来玩了,1763004818,1
414126484,女,5,终末地会有这样的牢9门吗[哦呼],1763003775,1
278048171,保密,6,主角的衣服咋这眼熟呢，想不起在哪看过，不过肯定有[思考],1763003638,1
288465070,保密,6,才发现是在我生日发的[喜极而泣]，期待,1763004714,1
2036752483,保密,5,求你了快出吧[委屈],1763004435,1
454013187,男,5,快快出[doge],1763001689,1
20184072,保密,6,所以这是手机游戏还是pc游戏，还是双端，类似原那种？,1763003253,1
13677491,保密,6,听说挺费时间的，费时间玩不了,1763003701,1
15010164,男,6,"感觉和一测比变化太大了
就是不知道，入门款pc还能不能带的动。",1762994971,1
341517377,保密,5,这游戏头两年我发现过，一直不上这都几年了,1763004629,1
703006822,保密,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！[大哭],1762913437,5
400817875,男,6,别再诱惑我了你倒是发资格给我啊[Mygo表情包_为什么！][Mygo表情包_大哭],1763002134,1
393275361,保密,5,我问你，我的测试资格呢?,1763004643,1
3546822637259158,女,3,@繁星依熤等君归,1763004039,1
157479992,女,6,什么？,1763000055,1
517758880,保密,5,@幽幻之境,1763005172,1
3493270229355082,保密,4,🧐,1763003330,1
351176996,保密,6,@蜜饼罐头 @jalaile @树悠树悠 能玩到吗,1763007552,1
66619968,保密,6,"我发现终末地好像做了对口型诶[哦呼]
最后一段佩丽卡那部分，四种语言的口型是不一样的（不过英语那部分咳嗽和手势没对上真的不用重配吗）",1762988180,1
646611169,男,5,"终末地的火锅店肯定有折耳根吧[喜欢][喜欢][喜欢]泰拉本地都有折耳根(大地巡旅上有写一家茶铺推出了柠檬折耳根冷泡茶[星星眼])折耳根!
话说天师学院的真题里面可以真的放一些题吗[大哭]",1762986199,1
1119029497,保密,5,能不能把这个原曲放出来？那段吟唱真的特别好听。[大哭],1762963345,1
352580766,保密,6,有点像红松骑士团的那个松鼠说是,1762967274,1
399144491,保密,6,如果能让我玩上终末地，就是让我获得星布谷地的测试资格我也愿意啊[大哭],1762966064,1
489640398,男,5,爆料嘈嘈如急雨，讨论切切如私语,1762956935,1
1199417975,男,5,求求了给我资格吧，粥友们什么都会做的[大哭],1762993329,1
37070055,保密,6,中了直接开始一手视频拓荒,1762962661,1
39486357,保密,6,我要资格我要资格，我要资格我是明日方舟6岁半老登[大哭][大哭][大哭],1762965055,1
1981170555,保密,5,民心所向，刻不容缓,1762957560,1
930588,男,6,明日方舟：蜀道难,1762963741,1
1302103465,保密,5,我想要测试资格这个能给一个吗？求你了，求你了，求你了，求你了，求你了，求你了，求你了,1762956805,1
300084177,保密,6,什么时候公测有说吗？,1762968051,1
496597032,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！咕咕！嘎嘎！！,1763131469,4
89769858,女,3,没有成熟大姐姐吗…都是幼脸和少脸,1762990660,1
15493086,保密,5,打本有联机么[doge],1762966114,1
3546776055318960,保密,4,@smile小芊 ？？,1762964666,1
97219304,保密,6,自称方舟老登但是完全不知道来自星尘优化和终末地二测吗，上来就扣别人利刃的帽子，不敢正面回答问题就拉黑，太可怜了,1763137487,6
1848232469,保密,5,等得我花都谢了，高中等到大学了喂,1762913435,625
39151677,保密,6,取关了，隔三差五诱惑我玩，然而连资格都没有，搞我心态,1762925305,14
499871884,保密,5,有问题我就先提一下，希望实战里，ai控制的队友强一点，不总要站桩看我打，（深空之眼就这方面就做的不错）还有，打怪玩下来很疲惫，我感觉是因为，我一直在平a，画面很乏味，我要多多释放大招的特效动作，这样才爽啊[蹲蹲][蹲蹲][蹲蹲][蹲蹲][蹲蹲]就这些，有补充到宝子吗,1762956508,1
410693762,保密,5,感觉英配好帖啊,1762951787,1
613350176,保密,5,真有人会这么端正的坐着吗[思考],1762949599,1
69839188,保密,5,01:34 袜，还有邪王真眼,1762951128,1
8209776,保密,6,PV很棒，但我的资格什么时候发给我？,1762947943,1
37152083,保密,6,期待您的赴约倒是给我钥匙啊😡👊,1762954060,1
629514168,男,6,好爽的视频，都快成冰了,1762948022,1
9884171,保密,6,测试一定要有能参与测试的玩家,1762951361,1
1582170763,保密,5,是我的錯覺嗎?我好像在bgm裏聽到南北綠豆,1762950534,1
38207667,保密,6,小羊真可爱,1762951568,1
23545388,保密,6,我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我好想玩😭我我好想玩😭我好想玩😭好想玩😭我我好想玩😭我好想玩😭好想玩😭,1762949092,1
418262756,保密,6,给个资格吧，终压抑鼎盛期了[Ave Mujica_赌气],1762950425,1
284843740,女,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762961851,5
2705483,保密,6,你知道我想要什么[明日方舟·音律联觉-灯下定影_就是你了],1762946257,1
9276787,保密,6,我想知道现在有人收到问卷资格了吗？,1762949714,1
508962470,保密,5,切，不好玩，因为我没有玩到[tv_白眼][tv_白眼][tv_白眼],1762952536,1
3632318354819950,男,2,有没有人帮忙，我用手机绑定了游戏后还能再用PC玩吗,1762946738,1
592294780,男,5,@一般通过日子人 @-盛夏将逝- @海之眷顾R-N-L @D4C--WonderOfU @起死回生再入土,1762951324,1
84515571,保密,6,这评论区，夸都遮遮掩掩的，香槟还藏着掖着，我是看特摄的，要我说，香槟就滴开，明日方舟社区总是滑坡多，还不让夸，现在终末地这质量，终于快要端出来了，我只能说香槟该开的开，想夸的猛猛夸，我就把话放这，这游戏凭借之前二测的底质量，再加上已经优化了的三测，这香槟就值得开,1762928062,282
3546604399233069,保密,5,有没有可能不是买的，而是这个视频掺冰冰了[doge],1763208901,10
440704962,保密,5,可以修，这玩意就是个召唤物代码，能奶绝食和召唤物的技能都可以奶他，包括红蒂，调香师的光环，黍子姐的地板，异格棘刺的技能,1762941287,1
18807752,保密,6,终末地的画面建模给人的感觉是一种高级的科技质感，真不赖吧，而且卡池是真对我这种图鉴玩家很友好,1762938847,1
480163962,男,6,有没有懂哥说一下正式服大概啥时候能上线,1762939504,1
86507256,保密,6,求求了，快点端上来，但是要慢工出细活[大哭][大哭][大哭],1762945988,1
8422580,保密,6,希望能切换主角性别,1762942972,1
399792759,保密,6,想在终末地里看到移动城市[呲牙],1762938544,1
23547595,保密,6,资格！,1762940033,1
1341413674,男,5,我！要！玩！终！末！地！,1762937602,1
356813887,男,6,"Idealism is that you will probably never receive'something back but nonetheless still decide to give
2019年方舟PV2里也有这句话来着",1762939615,1
475502273,保密,6,能联机吗？,1762944756,1
41353315,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，我不接受！,1762914194,2
400604752,保密,6,终末地资格都到什么人手里去了……终压抑了[五维介质启程之音表情包_哭哭],1762940515,1
341124999,保密,6,ps5国际服资格开始发放了吗,1762937959,1
1411396581,保密,5,@椰盐訁橘椰,1762938695,1
440450088,女,5,@持石大王灯,1762941185,1
